Language;File;X-translated;101%;Repetitions;100%;95% - 99%;85% - 94%;75% - 84%;50% - 74%;No match;Fragments;Total;Weighted Words;Cost Marketing
pol;U:\594020\reference\320\TEST___C301-24_ds-business-protection_0824_fnl.idml;5.59;0;0;0;0;0;0;0;0;190;477;2442;0;0;0;0;0;558;4572;26224;0;39;0;0;0;58;320;1844;0;30;0;0;0;47;177;968;0;32;0;0;0;26;429;2356;0;30;0;0;0;12;149;848;0;14;0;0;0;122;646;3607;0;85;0;0;0;304;4229;23224;0;109;0;0;0;0;0;0;0;0;0;0;0;1317;10999;61513;0;339;0;0;0;190;0.0
pol;U:\594020\reference\320\TEST__C301-24_ds-business-protection-dell_0824_fnl.idml;5.59;0;0;0;0;0;0;0;0;192;498;2581;0;0;0;0;0;1125;10499;58901;0;339;0;0;0;1;7;26;0;0;0;0;0;1;1;12;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;50;0;0;0;0;0;0;0;0;0;0;0;0;0;1320;11008;61570;0;343;0;0;0;192;0.0
rus;U:\594020\reference\320\TEST___C301-24_ds-business-protection_0824_fnl.idml;5.59;0;0;0;0;0;0;0;0;155;240;1190;0;10;0;0;0;567;4607;26355;0;39;0;0;0;36;198;1128;0;8;0;0;0;52;136;780;0;39;0;0;0;10;111;612;0;3;0;0;0;12;79;447;0;4;0;0;0;150;838;4645;0;75;0;0;0;335;4790;26356;0;161;0;0;0;0;0;0;0;0;0;0;0;1317;10999;61513;0;339;0;0;0;155;0.0
rus;U:\594020\reference\320\TEST__C301-24_ds-business-protection-dell_0824_fnl.idml;5.59;0;0;0;0;0;0;0;0;155;240;1190;0;10;0;0;0;1161;10756;60278;0;329;0;0;0;0;0;0;0;0;0;0;0;1;1;12;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;50;0;0;0;0;0;2;8;40;0;0;0;0;0;0;0;0;0;0;0;0;0;1320;11008;61570;0;343;0;0;0;155;0.0
scr;U:\594020\reference\320\TEST___C301-24_ds-business-protection_0824_fnl.idml;5.59;0;0;0;0;0;0;0;0;179;434;2263;0;0;0;0;0;564;4596;26314;0;39;0;0;0;39;244;1381;0;16;0;0;0;49;176;966;0;35;0;0;0;25;406;2239;0;32;0;0;0;10;99;547;0;2;0;0;0;124;646;3643;0;78;0;0;0;327;4398;24160;0;137;0;0;0;0;0;0;0;0;0;0;0;1317;10999;61513;0;339;0;0;0;179;0.0
scr;U:\594020\reference\320\TEST__C301-24_ds-business-protection-dell_0824_fnl.idml;5.59;0;0;0;0;0;0;0;0;181;455;2402;0;0;0;0;0;1136;10542;59080;0;339;0;0;0;1;7;26;0;0;0;0;0;1;1;12;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;50;0;0;0;0;0;0;0;0;0;0;0;0;0;1320;11008;61570;0;343;0;0;0;181;0.0
slo;U:\594020\reference\320\TEST___C301-24_ds-business-protection_0824_fnl.idml;5.59;0;0;0;0;0;0;0;0;187;463;2370;0;0;0;0;0;558;4572;26224;0;39;0;0;0;51;281;1628;0;30;0;0;0;47;171;934;0;24;0;0;0;24;417;2281;0;30;0;0;0;10;100;558;0;5;0;0;0;124;653;3657;0;78;0;0;0;316;4342;23861;0;133;0;0;0;0;0;0;0;0;0;0;0;1317;10999;61513;0;339;0;0;0;187;0.0
slo;U:\594020\reference\320\TEST__C301-24_ds-business-protection-dell_0824_fnl.idml;5.59;0;0;0;0;0;0;0;0;189;484;2509;0;0;0;0;0;1128;10513;58973;0;339;0;0;0;1;7;26;0;0;0;0;0;1;1;12;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;50;0;0;0;0;0;0;0;0;0;0;0;0;0;1320;11008;61570;0;343;0;0;0;189;0.0
swe;U:\594020\reference\320\TEST___C301-24_ds-business-protection_0824_fnl.idml;5.59;0;0;0;0;0;0;0;0;175;462;2426;0;0;0;0;0;571;4585;26237;0;39;0;0;0;60;385;2227;0;30;0;0;0;49;199;1105;0;32;0;0;0;25;422;2306;0;32;0;0;0;16;152;867;0;14;0;0;0;125;630;3538;0;78;0;0;0;296;4164;22807;0;114;0;0;0;0;0;0;0;0;0;0;0;1317;10999;61513;0;339;0;0;0;175;0.0
swe;U:\594020\reference\320\TEST__C301-24_ds-business-protection-dell_0824_fnl.idml;5.59;0;0;0;0;0;0;0;0;177;483;2565;0;0;0;0;0;1140;10514;58917;0;339;0;0;0;1;7;26;0;0;0;0;0;1;1;12;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;50;0;0;0;0;0;0;0;0;0;0;0;0;0;1320;11008;61570;0;343;0;0;0;177;0.0
tur;U:\594020\reference\320\TEST___C301-24_ds-business-protection_0824_fnl.idml;5.59;0;0;0;0;0;0;0;0;189;476;2440;0;0;0;0;0;558;4572;26224;0;39;0;0;0;54;295;1708;0;30;0;0;0;49;182;990;0;32;0;0;0;25;427;2342;0;30;0;0;0;15;159;896;0;14;0;0;0;123;644;3613;0;75;0;0;0;304;4244;23300;0;119;0;0;0;0;0;0;0;0;0;0;0;1317;10999;61513;0;339;0;0;0;189;0.0
tur;U:\594020\reference\320\TEST__C301-24_ds-business-protection-dell_0824_fnl.idml;5.59;0;0;0;0;0;0;0;0;191;497;2579;0;0;0;0;0;1126;10500;58903;0;339;0;0;0;1;7;26;0;0;0;0;0;1;1;12;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1320;11008;61570;0;343;0;0;0;191;0.0
zho-CN;U:\594020\reference\320\TEST___C301-24_ds-business-protection_0824_fnl.idml;5.59;0;0;0;0;0;0;0;0;189;476;2425;0;0;0;0;0;557;4560;26171;0;39;0;0;0;60;385;2223;0;30;0;0;0;44;179;1005;0;28;0;0;0;25;427;2316;0;35;0;0;0;14;130;740;0;12;0;0;0;126;643;3553;0;69;0;0;0;302;4199;23080;0;126;0;0;0;0;0;0;0;0;0;0;0;1317;10999;61513;0;339;0;0;0;189;0.0
zho-CN;U:\594020\reference\320\TEST__C301-24_ds-business-protection-dell_0824_fnl.idml;5.59;0;0;0;0;0;0;0;0;191;497;2564;0;0;0;0;0;1126;10500;58918;0;339;0;0;0;1;7;26;0;0;0;0;0;1;1;12;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;50;0;0;0;0;0;0;0;0;0;0;0;0;0;1320;11008;61570;0;343;0;0;0;191;0.0
zho-TW;U:\594020\reference\320\TEST___C301-24_ds-business-protection_0824_fnl.idml;5.59;0;0;0;0;0;0;0;0;187;463;2370;0;0;0;0;0;558;4572;26224;0;39;0;0;0;63;395;2278;0;30;0;0;0;44;176;982;0;28;0;0;0;24;401;2189;0;30;0;0;0;13;130;723;0;12;0;0;0;122;639;3621;0;75;0;0;0;306;4223;23126;0;125;0;0;0;0;0;0;0;0;0;0;0;1317;10999;61513;0;339;0;0;0;187;28.91
zho-TW;U:\594020\reference\320\TEST__C301-24_ds-business-protection-dell_0824_fnl.idml;5.59;0;0;0;0;0;0;0;0;189;484;2509;0;0;0;0;0;1128;10513;58973;0;339;0;0;0;1;7;26;0;0;0;0;0;1;1;12;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1320;11008;61570;0;343;0;0;0;189;29.22
